# Logfile created on 2019-04-02 18:19:56 +0300 by logger.rb/66358
I, [2019-04-02T18:19:56.071445 #37836]  INFO -- : (0.001680s) PRAGMA foreign_keys = 1
I, [2019-04-02T18:25:58.323949 #38284]  INFO -- : (0.000242s) SELECT * FROM `tasks` WHERE (`id` = 56) LIMIT 1
I, [2019-04-02T18:26:00.491673 #38284]  INFO -- : (0.002485s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''cache'' occur more frequently in the ''variables''?', NULL, NULL, 'rest-graph', 'capistrano-postgresql', '2019-04-02 18:26:00.479987', 607)
I, [2019-04-02T18:26:00.560635 #38284]  INFO -- : (0.001062s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''cache'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'rest-graph', `left` = 'rest-graph', `right` = 'capistrano-postgresql', `timestamp` = '2019-04-02 18:26:00.479987', `session_id` = 607 WHERE (`id` = 57)
I, [2019-04-02T18:26:00.561054 #38284]  INFO -- : (0.000239s) SELECT * FROM `tasks` WHERE (`id` = 57) LIMIT 1
I, [2019-04-02T18:26:00.839149 #38284]  INFO -- : (0.006282s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''cache'' occur more frequently in the ''variables''?', `answer` = 'rest-graph', `our` = 'rest-graph', `left` = 'rest-graph', `right` = 'capistrano-postgresql', `timestamp` = '2019-04-02 18:26:00.479987', `session_id` = 607 WHERE (`id` = 57)
I, [2019-04-02T18:26:00.839532 #38284]  INFO -- : (0.000210s) SELECT * FROM `tasks` WHERE (`id` = 57) LIMIT 1
I, [2019-04-02T18:26:03.041969 #38284]  INFO -- : (0.006264s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''foo'' occur more frequently in the ''variables''?', NULL, NULL, 'dpl-releases', 'wedge', '2019-04-02 18:26:03.027603', 607)
I, [2019-04-02T18:26:03.099336 #38284]  INFO -- : (0.002312s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''foo'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'dpl-releases', `left` = 'dpl-releases', `right` = 'wedge', `timestamp` = '2019-04-02 18:26:03.027603', `session_id` = 607 WHERE (`id` = 58)
I, [2019-04-02T18:26:03.099660 #38284]  INFO -- : (0.000177s) SELECT * FROM `tasks` WHERE (`id` = 58) LIMIT 1
I, [2019-04-02T18:26:03.373959 #38284]  INFO -- : (0.002536s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''foo'' occur more frequently in the ''variables''?', `answer` = 'dpl-releases', `our` = 'dpl-releases', `left` = 'dpl-releases', `right` = 'wedge', `timestamp` = '2019-04-02 18:26:03.027603', `session_id` = 607 WHERE (`id` = 58)
I, [2019-04-02T18:26:03.374503 #38284]  INFO -- : (0.000348s) SELECT * FROM `tasks` WHERE (`id` = 58) LIMIT 1
I, [2019-04-02T18:26:05.553419 #38284]  INFO -- : (0.000790s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''create'' occur more frequently in the ''variables''?', NULL, NULL, 'acts-as-optionable', 'nexus_cli', '2019-04-02 18:26:05.544707', 607)
I, [2019-04-02T18:26:05.608834 #38284]  INFO -- : (0.002339s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''create'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'acts-as-optionable', `left` = 'acts-as-optionable', `right` = 'nexus_cli', `timestamp` = '2019-04-02 18:26:05.544707', `session_id` = 607 WHERE (`id` = 59)
I, [2019-04-02T18:26:05.609135 #38284]  INFO -- : (0.000173s) SELECT * FROM `tasks` WHERE (`id` = 59) LIMIT 1
I, [2019-04-02T18:26:05.878954 #38284]  INFO -- : (0.002460s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''create'' occur more frequently in the ''variables''?', `answer` = 'acts-as-optionable', `our` = 'acts-as-optionable', `left` = 'acts-as-optionable', `right` = 'nexus_cli', `timestamp` = '2019-04-02 18:26:05.544707', `session_id` = 607 WHERE (`id` = 59)
I, [2019-04-02T18:26:05.879276 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 59) LIMIT 1
I, [2019-04-02T18:26:08.052082 #38284]  INFO -- : (0.000836s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''bearer'' occur more frequently in the ''variables''?', NULL, NULL, 'magic_recipes', 'warden-oauth2', '2019-04-02 18:26:08.042577', 607)
I, [2019-04-02T18:26:08.107643 #38284]  INFO -- : (0.000872s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''bearer'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'magic_recipes', `left` = 'magic_recipes', `right` = 'warden-oauth2', `timestamp` = '2019-04-02 18:26:08.042577', `session_id` = 607 WHERE (`id` = 60)
I, [2019-04-02T18:26:08.107987 #38284]  INFO -- : (0.000190s) SELECT * FROM `tasks` WHERE (`id` = 60) LIMIT 1
I, [2019-04-02T18:26:08.392649 #38284]  INFO -- : (0.001168s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''bearer'' occur more frequently in the ''variables''?', `answer` = 'magic_recipes', `our` = 'magic_recipes', `left` = 'magic_recipes', `right` = 'warden-oauth2', `timestamp` = '2019-04-02 18:26:08.042577', `session_id` = 607 WHERE (`id` = 60)
I, [2019-04-02T18:26:08.393026 #38284]  INFO -- : (0.000215s) SELECT * FROM `tasks` WHERE (`id` = 60) LIMIT 1
I, [2019-04-02T18:26:10.576099 #38284]  INFO -- : (0.000885s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''managed'' occur more frequently in the ''variables''?', NULL, NULL, 'ffi', 'abundance', '2019-04-02 18:26:10.566776', 607)
I, [2019-04-02T18:26:10.632594 #38284]  INFO -- : (0.000811s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''managed'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'ffi', `left` = 'ffi', `right` = 'abundance', `timestamp` = '2019-04-02 18:26:10.566776', `session_id` = 607 WHERE (`id` = 61)
I, [2019-04-02T18:26:10.632889 #38284]  INFO -- : (0.000169s) SELECT * FROM `tasks` WHERE (`id` = 61) LIMIT 1
I, [2019-04-02T18:26:10.912203 #38284]  INFO -- : (0.006278s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''managed'' occur more frequently in the ''variables''?', `answer` = 'ffi', `our` = 'ffi', `left` = 'ffi', `right` = 'abundance', `timestamp` = '2019-04-02 18:26:10.566776', `session_id` = 607 WHERE (`id` = 61)
I, [2019-04-02T18:26:10.912594 #38284]  INFO -- : (0.000210s) SELECT * FROM `tasks` WHERE (`id` = 61) LIMIT 1
I, [2019-04-02T18:26:13.087918 #38284]  INFO -- : (0.000825s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''engine'' occur more frequently in the ''variables''?', NULL, NULL, 'spectrum-rails', 'tkh_content', '2019-04-02 18:26:13.078827', 607)
I, [2019-04-02T18:26:13.143713 #38284]  INFO -- : (0.002338s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''engine'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'spectrum-rails', `left` = 'spectrum-rails', `right` = 'tkh_content', `timestamp` = '2019-04-02 18:26:13.078827', `session_id` = 607 WHERE (`id` = 62)
I, [2019-04-02T18:26:13.144018 #38284]  INFO -- : (0.000177s) SELECT * FROM `tasks` WHERE (`id` = 62) LIMIT 1
I, [2019-04-02T18:26:13.423139 #38284]  INFO -- : (0.003228s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''engine'' occur more frequently in the ''variables''?', `answer` = 'spectrum-rails', `our` = 'spectrum-rails', `left` = 'spectrum-rails', `right` = 'tkh_content', `timestamp` = '2019-04-02 18:26:13.078827', `session_id` = 607 WHERE (`id` = 62)
I, [2019-04-02T18:26:13.423574 #38284]  INFO -- : (0.000239s) SELECT * FROM `tasks` WHERE (`id` = 62) LIMIT 1
I, [2019-04-02T18:26:15.616072 #38284]  INFO -- : (0.001009s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''pid'' occur more frequently in the ''variables''?', NULL, NULL, 'concurrent-ruby-edge', 'plupload-rails', '2019-04-02 18:26:15.602753', 607)
I, [2019-04-02T18:26:15.674849 #38284]  INFO -- : (0.002229s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''pid'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'concurrent-ruby-edge', `left` = 'concurrent-ruby-edge', `right` = 'plupload-rails', `timestamp` = '2019-04-02 18:26:15.602753', `session_id` = 607 WHERE (`id` = 63)
I, [2019-04-02T18:26:15.675226 #38284]  INFO -- : (0.000223s) SELECT * FROM `tasks` WHERE (`id` = 63) LIMIT 1
I, [2019-04-02T18:26:15.958798 #38284]  INFO -- : (0.007103s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''pid'' occur more frequently in the ''variables''?', `answer` = 'concurrent-ruby-edge', `our` = 'concurrent-ruby-edge', `left` = 'concurrent-ruby-edge', `right` = 'plupload-rails', `timestamp` = '2019-04-02 18:26:15.602753', `session_id` = 607 WHERE (`id` = 63)
I, [2019-04-02T18:26:15.959476 #38284]  INFO -- : (0.000331s) SELECT * FROM `tasks` WHERE (`id` = 63) LIMIT 1
I, [2019-04-02T18:26:18.169463 #38284]  INFO -- : (0.002626s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''git'' occur more frequently in the ''variables''?', NULL, NULL, 'magic_recipes', 'github-markup', '2019-04-02 18:26:18.152377', 607)
I, [2019-04-02T18:26:18.233925 #38284]  INFO -- : (0.002424s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''git'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'magic_recipes', `left` = 'magic_recipes', `right` = 'github-markup', `timestamp` = '2019-04-02 18:26:18.152377', `session_id` = 607 WHERE (`id` = 64)
I, [2019-04-02T18:26:18.234262 #38284]  INFO -- : (0.000188s) SELECT * FROM `tasks` WHERE (`id` = 64) LIMIT 1
I, [2019-04-02T18:26:18.516577 #38284]  INFO -- : (0.006420s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''git'' occur more frequently in the ''variables''?', `answer` = 'magic_recipes', `our` = 'magic_recipes', `left` = 'magic_recipes', `right` = 'github-markup', `timestamp` = '2019-04-02 18:26:18.152377', `session_id` = 607 WHERE (`id` = 64)
I, [2019-04-02T18:26:18.516976 #38284]  INFO -- : (0.000220s) SELECT * FROM `tasks` WHERE (`id` = 64) LIMIT 1
I, [2019-04-02T18:26:20.707651 #38284]  INFO -- : (0.000792s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''latest'' occur more frequently in the ''variables''?', NULL, NULL, 'fast_stack', 'snapshot', '2019-04-02 18:26:20.695494', 607)
I, [2019-04-02T18:26:20.764212 #38284]  INFO -- : (0.000779s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''latest'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'fast_stack', `left` = 'fast_stack', `right` = 'snapshot', `timestamp` = '2019-04-02 18:26:20.695494', `session_id` = 607 WHERE (`id` = 65)
I, [2019-04-02T18:26:20.764495 #38284]  INFO -- : (0.000166s) SELECT * FROM `tasks` WHERE (`id` = 65) LIMIT 1
I, [2019-04-02T18:26:21.037805 #38284]  INFO -- : (0.000842s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''latest'' occur more frequently in the ''variables''?', `answer` = 'fast_stack', `our` = 'fast_stack', `left` = 'fast_stack', `right` = 'snapshot', `timestamp` = '2019-04-02 18:26:20.695494', `session_id` = 607 WHERE (`id` = 65)
I, [2019-04-02T18:26:21.038113 #38284]  INFO -- : (0.000176s) SELECT * FROM `tasks` WHERE (`id` = 65) LIMIT 1
I, [2019-04-02T18:26:23.240453 #38284]  INFO -- : (0.007350s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''error'' occur more frequently in the ''variables''?', NULL, NULL, 'growl', 'github-markup', '2019-04-02 18:26:23.220904', 607)
I, [2019-04-02T18:26:23.304117 #38284]  INFO -- : (0.002629s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''error'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'growl', `left` = 'growl', `right` = 'github-markup', `timestamp` = '2019-04-02 18:26:23.220904', `session_id` = 607 WHERE (`id` = 66)
I, [2019-04-02T18:26:23.304417 #38284]  INFO -- : (0.000174s) SELECT * FROM `tasks` WHERE (`id` = 66) LIMIT 1
I, [2019-04-02T18:26:23.585534 #38284]  INFO -- : (0.002456s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''error'' occur more frequently in the ''variables''?', `answer` = 'growl', `our` = 'growl', `left` = 'growl', `right` = 'github-markup', `timestamp` = '2019-04-02 18:26:23.220904', `session_id` = 607 WHERE (`id` = 66)
I, [2019-04-02T18:26:23.585905 #38284]  INFO -- : (0.000231s) SELECT * FROM `tasks` WHERE (`id` = 66) LIMIT 1
I, [2019-04-02T18:26:25.760138 #38284]  INFO -- : (0.000993s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''token'' occur more frequently in the ''variables''?', NULL, NULL, 'chandler', 'knock', '2019-04-02 18:26:25.749520', 607)
I, [2019-04-02T18:26:25.817284 #38284]  INFO -- : (0.002579s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''token'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'chandler', `left` = 'chandler', `right` = 'knock', `timestamp` = '2019-04-02 18:26:25.749520', `session_id` = 607 WHERE (`id` = 67)
I, [2019-04-02T18:26:25.817622 #38284]  INFO -- : (0.000185s) SELECT * FROM `tasks` WHERE (`id` = 67) LIMIT 1
I, [2019-04-02T18:26:26.098545 #38284]  INFO -- : (0.002338s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''token'' occur more frequently in the ''variables''?', `answer` = 'chandler', `our` = 'chandler', `left` = 'chandler', `right` = 'knock', `timestamp` = '2019-04-02 18:26:25.749520', `session_id` = 607 WHERE (`id` = 67)
I, [2019-04-02T18:26:26.098880 #38284]  INFO -- : (0.000190s) SELECT * FROM `tasks` WHERE (`id` = 67) LIMIT 1
I, [2019-04-02T18:26:28.275116 #38284]  INFO -- : (0.006347s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''hash'' occur more frequently in the ''variables''?', NULL, NULL, 'rsolr-ext', 'imgix-rails', '2019-04-02 18:26:28.259880', 607)
I, [2019-04-02T18:26:28.331475 #38284]  INFO -- : (0.002514s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''hash'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'rsolr-ext', `left` = 'rsolr-ext', `right` = 'imgix-rails', `timestamp` = '2019-04-02 18:26:28.259880', `session_id` = 607 WHERE (`id` = 68)
I, [2019-04-02T18:26:28.331784 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 68) LIMIT 1
I, [2019-04-02T18:26:28.612463 #38284]  INFO -- : (0.002175s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''hash'' occur more frequently in the ''variables''?', `answer` = 'rsolr-ext', `our` = 'rsolr-ext', `left` = 'rsolr-ext', `right` = 'imgix-rails', `timestamp` = '2019-04-02 18:26:28.259880', `session_id` = 607 WHERE (`id` = 68)
I, [2019-04-02T18:26:28.612763 #38284]  INFO -- : (0.000173s) SELECT * FROM `tasks` WHERE (`id` = 68) LIMIT 1
I, [2019-04-02T18:26:30.796911 #38284]  INFO -- : (0.006281s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''application'' occur more frequently in the ''variables''?', NULL, NULL, 'jimson', 'devise-guests', '2019-04-02 18:26:30.779477', 607)
I, [2019-04-02T18:26:30.855644 #38284]  INFO -- : (0.002317s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''application'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'jimson', `left` = 'jimson', `right` = 'devise-guests', `timestamp` = '2019-04-02 18:26:30.779477', `session_id` = 607 WHERE (`id` = 69)
I, [2019-04-02T18:26:30.855954 #38284]  INFO -- : (0.000186s) SELECT * FROM `tasks` WHERE (`id` = 69) LIMIT 1
I, [2019-04-02T18:26:31.137442 #38284]  INFO -- : (0.006940s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''application'' occur more frequently in the ''variables''?', `answer` = 'jimson', `our` = 'jimson', `left` = 'jimson', `right` = 'devise-guests', `timestamp` = '2019-04-02 18:26:30.779477', `session_id` = 607 WHERE (`id` = 69)
I, [2019-04-02T18:26:31.137888 #38284]  INFO -- : (0.000244s) SELECT * FROM `tasks` WHERE (`id` = 69) LIMIT 1
I, [2019-04-02T18:26:33.304925 #38284]  INFO -- : (0.007012s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''exec'' occur more frequently in the ''variables''?', NULL, NULL, 'docker-api', 'masamune', '2019-04-02 18:26:33.290141', 607)
I, [2019-04-02T18:26:33.363130 #38284]  INFO -- : (0.002663s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''exec'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'docker-api', `left` = 'docker-api', `right` = 'masamune', `timestamp` = '2019-04-02 18:26:33.290141', `session_id` = 607 WHERE (`id` = 70)
I, [2019-04-02T18:26:33.363475 #38284]  INFO -- : (0.000199s) SELECT * FROM `tasks` WHERE (`id` = 70) LIMIT 1
I, [2019-04-02T18:26:33.643118 #38284]  INFO -- : (0.007041s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''exec'' occur more frequently in the ''variables''?', `answer` = 'docker-api', `our` = 'docker-api', `left` = 'docker-api', `right` = 'masamune', `timestamp` = '2019-04-02 18:26:33.290141', `session_id` = 607 WHERE (`id` = 70)
I, [2019-04-02T18:26:33.643641 #38284]  INFO -- : (0.000296s) SELECT * FROM `tasks` WHERE (`id` = 70) LIMIT 1
I, [2019-04-02T18:26:35.836802 #38284]  INFO -- : (0.006564s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''parser'' occur more frequently in the ''variables''?', NULL, NULL, 'crack', 'zendesk_apps_tools', '2019-04-02 18:26:35.817695', 607)
I, [2019-04-02T18:26:35.901972 #38284]  INFO -- : (0.002626s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''parser'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'crack', `left` = 'crack', `right` = 'zendesk_apps_tools', `timestamp` = '2019-04-02 18:26:35.817695', `session_id` = 607 WHERE (`id` = 71)
